日期,产品,销售额,销量,成本,利润,部门,地区
2022-04-04,产品D,5671,167,3454,2217,销售部,西南
2022-04-05,产品E,47367,20,31556,15811,销售部,华中
2022-04-06,产品A,8784,411,4983,3801,销售部,华东
2022-04-07,产品B,36665,46,17938,18727,销售部,华北
2022-04-08,产品C,13291,52,6885,6406,销售部,华南
2022-04-09,产品D,47340,143,25080,22260,销售部,西南
2022-04-10,产品E,37201,65,21062,16139,销售部,华中
2022-04-11,产品A,4059,361,1820,2239,销售部,华东
2022-04-12,产品B,41281,51,26683,14598,销售部,华北
2022-04-13,产品C,26793,164,14080,12713,销售部,华南
2022-04-14,产品D,26305,465,14773,11532,销售部,西南
2022-04-15,产品E,19196,286,9217,9979,销售部,华中
2022-04-16,产品A,37197,195,24070,13127,销售部,华东
2022-04-17,产品B,22230,480,14628,7602,销售部,华北
2022-04-18,产品C,23457,26,10490,12967,销售部,华南
2022-04-19,产品D,41533,189,17050,24483,销售部,西南
2022-04-20,产品E,2525,79,1679,846,销售部,华中
2022-04-21,产品A,20507,46,9851,10656,销售部,华东
2022-04-22,产品B,8649,273,4451,4198,销售部,华北
2022-04-23,产品C,32656,73,16469,16187,销售部,华南
2022-04-24,产品D,16629,494,11590,5039,销售部,西南
2022-04-25,产品E,11719,141,7854,3865,销售部,华中
2022-04-26,产品A,38344,478,21545,16799,销售部,华东
2022-04-27,产品B,32050,74,16172,15878,销售部,华北
2022-04-28,产品C,47716,265,30110,17606,销售部,华南
2022-04-29,产品D,44150,337,30579,13571,销售部,西南
2022-04-30,产品E,17760,312,7506,10254,销售部,华中
2022-05-01,产品A,10257,444,4813,5444,销售部,华东
2022-05-02,产品B,47573,498,27495,20078,销售部,华北
2022-05-03,产品C,11296,303,6205,5091,销售部,华南
2022-05-04,产品D,36423,401,18131,18292,销售部,西南
2022-05-05,产品E,47910,352,21047,26863,销售部,华中
2022-05-06,产品A,13339,47,9259,4080,销售部,华东
2022-05-07,产品B,37694,14,24802,12892,销售部,华北
2022-05-08,产品C,11053,378,5498,5555,销售部,华南
2022-05-09,产品D,19431,33,8038,11393,销售部,西南
2022-05-10,产品E,45493,235,21504,23989,销售部,华中
2022-05-11,产品A,20481,261,13956,6525,销售部,华东
2022-05-12,产品B,49731,11,34282,15449,销售部,华北
2022-05-13,产品C,35819,47,17339,18480,销售部,华南
2022-05-14,产品D,15405,210,8727,6678,销售部,西南
2022-05-15,产品E,23525,419,13919,9606,销售部,华中
2022-05-16,产品A,49260,380,27108,22152,销售部,华东
2022-05-17,产品B,29430,194,14445,14985,销售部,华北
2022-05-18,产品C,15628,369,10854,4774,销售部,华南
2022-05-19,产品D,31131,24,18733,12398,销售部,西南
2022-05-20,产品E,3812,54,1577,2235,销售部,华中
2022-05-21,产品A,10402,223,5416,4986,销售部,华东
2022-05-22,产品B,42553,410,25868,16685,销售部,华北
2022-05-23,产品C,2926,354,1455,1471,销售部,华南
2022-05-24,产品D,5138,338,3163,1975,销售部,西南
2022-05-25,产品E,48638,104,29501,19137,销售部,华中
2022-05-26,产品A,38790,26,22536,16254,销售部,华东
2022-05-27,产品B,6149,201,3529,2620,销售部,华北
2022-05-28,产品C,26191,174,13128,13063,销售部,华南
2022-05-29,产品D,44809,321,25543,19266,销售部,西南
2022-05-30,产品E,32090,22,15451,16639,销售部,华中
2022-05-31,产品A,36941,459,15693,21248,销售部,华东
2022-06-01,产品B,47980,212,31915,16065,销售部,华北
2022-06-02,产品C,3412,231,1663,1749,销售部,华南
2022-06-03,产品D,21948,78,12640,9308,销售部,西南
2022-06-04,产品E,36495,302,23397,13098,销售部,华中
2022-06-05,产品A,2273,491,1451,822,销售部,华东
2022-06-06,产品B,9778,210,4308,5470,销售部,华北
2022-06-07,产品C,12809,323,7951,4858,销售部,华南
2022-06-08,产品D,3911,325,1835,2076,销售部,西南
2022-06-09,产品E,6663,218,2859,3804,销售部,华中
2022-06-10,产品A,48136,52,28828,19308,销售部,华东
2022-06-11,产品B,37104,235,18329,18775,销售部,华北
2022-06-12,产品C,10585,134,5459,5126,销售部,华南
2022-06-13,产品D,11902,50,7026,4876,销售部,西南
2022-06-14,产品E,32126,323,14289,17837,销售部,华中
2022-06-15,产品A,3774,323,1979,1795,销售部,华东
2022-06-16,产品B,30910,432,20844,10066,销售部,华北
2022-06-17,产品C,27685,348,13097,14588,销售部,华南
2022-06-18,产品D,25125,103,13836,11289,销售部,西南
2022-06-19,产品E,32769,444,17980,14789,销售部,华中
2022-06-20,产品A,5094,380,3490,1604,销售部,华东
2022-06-21,产品B,31105,298,14233,16872,销售部,华北
2022-06-22,产品C,20779,338,14438,6341,销售部,华南
2022-06-23,产品D,15102,335,6935,8167,销售部,西南
2022-06-24,产品E,14283,119,8728,5555,销售部,华中
2022-06-25,产品A,29424,171,14368,15056,销售部,华东
2022-06-26,产品B,39297,138,26637,12660,销售部,华北
2022-06-27,产品C,42348,434,24576,17772,销售部,华南
2022-06-28,产品D,30763,441,20512,10251,销售部,西南
2022-06-29,产品E,11191,62,5717,5474,销售部,华中
2022-06-30,产品A,18911,479,7629,11282,销售部,华东
2022-07-01,产品B,44726,329,23339,21387,销售部,华北
2022-07-02,产品C,18981,219,10566,8415,销售部,华南
2022-07-03,产品D,15705,438,6357,9348,销售部,西南
2022-07-04,产品E,43876,467,19179,24697,销售部,华中
2022-07-05,产品A,39529,186,24770,14759,销售部,华东
2022-07-06,产品B,40074,474,21246,18828,销售部,华北
2022-07-07,产品C,11909,477,6216,5693,销售部,华南
2022-07-08,产品D,43089,315,18498,24591,销售部,西南
2022-07-09,产品E,23885,464,15466,8419,销售部,华中
2022-07-10,产品A,14341,21,7279,7062,销售部,华东
2022-07-11,产品B,13333,180,6894,6439,销售部,华北
2022-07-12,产品C,47305,89,25052,22253,销售部,华南
2022-07-13,产品D,17340,93,10870,6470,销售部,西南
2022-07-14,产品E,15560,455,7185,8375,销售部,华中
2022-07-15,产品A,27013,104,12058,14955,销售部,华东
2022-07-16,产品B,46608,142,21968,24640,销售部,华北
2022-07-17,产品C,41894,219,18292,23602,销售部,华南
2022-07-18,产品D,11923,407,5246,6677,销售部,西南
2022-07-19,产品E,11935,499,7404,4531,销售部,华中
2022-07-20,产品A,8691,468,5229,3462,销售部,华东
2022-07-21,产品B,16688,211,6763,9925,销售部,华北
2022-07-22,产品C,4086,51,2013,2073,销售部,华南
2022-07-23,产品D,8860,271,4002,4858,销售部,西南
2022-07-24,产品E,37731,191,26021,11710,销售部,华中
2022-07-25,产品A,45893,158,30866,15027,销售部,华东
2022-07-26,产品B,8734,195,4504,4230,销售部,华北
2022-07-27,产品C,6293,477,2535,3758,销售部,华南
2022-07-28,产品D,3291,69,1615,1676,销售部,西南
2022-07-29,产品E,45334,168,25329,20005,销售部,华中
2022-07-30,产品A,31796,27,15256,16540,销售部,华东
2022-07-31,产品B,43640,47,19441,24199,销售部,华北
2022-08-01,产品C,19062,22,9303,9759,销售部,华南
2022-08-02,产品D,15602,278,8880,6722,销售部,西南
2022-08-03,产品E,20812,303,14362,6450,销售部,华中
2022-08-04,产品A,12290,45,7602,4688,销售部,华东
2022-08-05,产品B,11366,271,6249,5117,销售部,华北
2022-08-06,产品C,22427,219,9495,12932,销售部,华南
2022-08-07,产品D,26187,338,12410,13777,销售部,西南
2022-08-08,产品E,36680,228,20583,16097,销售部,华中
2022-08-09,产品A,26515,66,12919,13596,销售部,华东
2022-08-10,产品B,4185,274,2244,1941,销售部,华北
2022-08-11,产品C,31743,467,19321,12422,销售部,华南
2022-08-12,产品D,18467,95,8605,9862,销售部,西南
2022-08-13,产品E,45708,381,19255,26453,销售部,华中
2022-08-14,产品A,17585,99,10687,6898,销售部,华东
2022-08-15,产品B,15455,165,10530,4925,销售部,华北
2022-08-16,产品C,47779,197,31402,16377,销售部,华南
2022-08-17,产品D,30323,28,15846,14477,销售部,西南
2022-08-18,产品E,25805,490,11545,14260,销售部,华中
2022-08-19,产品A,21750,457,13821,7929,销售部,华东
2022-08-20,产品B,28946,467,19571,9375,销售部,华北
2022-08-21,产品C,8795,161,4232,4563,销售部,华南
2022-08-22,产品D,37381,332,16631,20750,销售部,西南
2022-08-23,产品E,40140,268,23138,17002,销售部,华中
2022-08-24,产品A,25603,263,12798,12805,销售部,华东
2022-08-25,产品B,10610,465,5776,4834,销售部,华北
2022-08-26,产品C,23347,280,14447,8900,销售部,华南
2022-08-27,产品D,8550,55,4298,4252,销售部,西南
2022-08-28,产品E,46799,208,22720,24079,销售部,华中
2022-08-29,产品A,39585,252,17962,21623,销售部,华东
2022-08-30,产品B,11690,442,5827,5863,销售部,华北
2022-08-31,产品C,48097,399,24612,23485,销售部,华南
2022-09-01,产品D,43802,47,18037,25765,销售部,西南
2022-09-02,产品E,21828,285,11234,10594,销售部,华中
2022-09-03,产品A,47127,356,32512,14615,销售部,华东
2022-09-04,产品B,47266,21,21917,25349,销售部,华北
2022-09-05,产品C,38142,350,22322,15820,销售部,华南
2022-09-06,产品D,10849,402,5350,5499,销售部,西南
2022-09-07,产品E,14336,26,9835,4501,销售部,华中
2022-09-08,产品A,6051,332,3642,2409,销售部,华东
2022-09-09,产品B,17967,279,9842,8125,销售部,华北
2022-09-10,产品C,9847,283,5330,4517,销售部,华南
2022-09-11,产品D,8699,126,4594,4105,销售部,西南
2022-09-12,产品E,38891,349,21912,16979,销售部,华中
2022-09-13,产品A,44402,123,25384,19018,销售部,华东
2022-09-14,产品B,45945,176,25998,19947,销售部,华北
2022-09-15,产品C,42077,109,24722,17355,销售部,华南
2022-09-16,产品D,35974,393,23806,12168,销售部,西南
2022-09-17,产品E,5558,440,3193,2365,销售部,华中
2022-09-18,产品A,3151,479,1682,1469,销售部,华东
2022-09-19,产品B,42996,64,17679,25317,销售部,华北
2022-09-20,产品C,1620,52,781,839,销售部,华南
2022-09-21,产品D,33314,470,18544,14770,销售部,西南
2022-09-22,产品E,35693,23,15438,20255,销售部,华中
2022-09-23,产品A,26978,323,16862,10116,销售部,华东
2022-09-24,产品B,42444,178,21005,21439,销售部,华北
2022-09-25,产品C,25821,275,13499,12322,销售部,华南
2022-09-26,产品D,7121,167,4202,2919,销售部,西南
2022-09-27,产品E,23098,344,14877,8221,销售部,华中
2022-09-28,产品A,40253,262,21542,18711,销售部,华东
2022-09-29,产品B,45280,257,25530,19750,销售部,华北
2022-09-30,产品C,9989,29,5543,4446,销售部,华南
2022-10-01,产品D,33124,51,13792,19332,销售部,西南
2022-10-02,产品E,8428,315,3602,4826,销售部,华中
2022-10-03,产品A,47319,176,24365,22954,销售部,华东
2022-10-04,产品B,32160,499,22161,9999,销售部,华北
2022-10-05,产品C,3766,60,1590,2176,销售部,华南
2022-10-06,产品D,11935,210,4783,7152,销售部,西南
2022-10-07,产品E,30179,159,13820,16359,销售部,华中
2022-10-08,产品A,26994,453,16845,10149,销售部,华东
2022-10-09,产品B,13282,152,8910,4372,销售部,华北
2022-10-10,产品C,45273,353,30603,14670,销售部,华南
2022-10-11,产品D,30461,12,15799,14662,销售部,西南
2022-10-12,产品E,18468,425,11446,7022,销售部,华中
2022-10-13,产品A,7880,311,3539,4341,销售部,华东
2022-10-14,产品B,40976,240,18293,22683,销售部,华北
2022-10-15,产品C,4722,119,2914,1808,销售部,华南
2022-10-16,产品D,40992,439,22606,18386,销售部,西南
2022-10-17,产品E,23101,185,13003,10098,销售部,华中
2022-10-18,产品A,27761,478,17915,9846,销售部,华东
2022-10-19,产品B,37288,235,24408,12880,销售部,华北
2022-10-20,产品C,19458,466,12759,6699,销售部,华南
2022-10-21,产品D,3014,346,1784,1230,销售部,西南
2022-10-22,产品E,44451,198,30880,13571,销售部,华中
2022-10-23,产品A,4240,293,2525,1715,销售部,华东
2022-10-24,产品B,14731,193,6689,8042,销售部,华北
2022-10-25,产品C,43898,450,21391,22507,销售部,华南
2022-10-26,产品D,21030,335,12727,8303,销售部,西南
2022-10-27,产品E,28618,89,13291,15327,销售部,华中
2022-10-28,产品A,23680,26,10972,12708,销售部,华东
2022-10-29,产品B,45379,468,24566,20813,销售部,华北
2022-10-30,产品C,40333,97,22496,17837,销售部,华南
2022-10-31,产品D,2835,301,1352,1483,销售部,西南
2022-11-01,产品E,36963,89,16802,20161,销售部,华中
2022-11-02,产品A,29904,489,12403,17501,销售部,华东
2022-11-03,产品B,12955,418,7440,5515,销售部,华北
2022-11-04,产品C,45588,380,20290,25298,销售部,华南
2022-11-05,产品D,5338,49,3092,2246,销售部,西南
2022-11-06,产品E,16144,482,9596,6548,销售部,华中
2022-11-07,产品A,2573,365,1255,1318,销售部,华东
2022-11-08,产品B,49555,66,23216,26339,销售部,华北
2022-11-09,产品C,43525,275,18663,24862,销售部,华南
2022-11-10,产品D,13222,301,8417,4805,销售部,西南
2022-11-11,产品E,19368,475,12467,6901,销售部,华中
2022-11-12,产品A,41245,376,25350,15895,销售部,华东
2022-11-13,产品B,44327,384,19954,24373,销售部,华北
2022-11-14,产品C,47741,243,27977,19764,销售部,华南
2022-11-15,产品D,7714,194,5078,2636,销售部,西南
2022-11-16,产品E,37019,85,16758,20261,销售部,华中
2022-11-17,产品A,28516,281,19033,9483,销售部,华东
2022-11-18,产品B,10916,360,6231,4685,销售部,华北
2022-11-19,产品C,45250,286,29928,15322,销售部,华南
2022-11-20,产品D,6830,275,4138,2692,销售部,西南
2022-11-21,产品E,19474,370,10812,8662,销售部,华中
2022-11-22,产品A,33938,460,15058,18880,销售部,华东
2022-11-23,产品B,27930,247,17445,10485,销售部,华北
2022-11-24,产品C,4991,489,2922,2069,销售部,华南
2022-11-25,产品D,43625,139,27813,15812,销售部,西南
2022-11-26,产品E,40566,127,24504,16062,销售部,华中
2022-11-27,产品A,6136,91,4293,1843,销售部,华东
2022-11-28,产品B,13491,388,8687,4804,销售部,华北
2022-11-29,产品C,17406,111,11957,5449,销售部,华南
2022-11-30,产品D,7287,427,3288,3999,销售部,西南
2022-12-01,产品E,43438,426,24563,18875,销售部,华中
2022-12-02,产品A,42535,253,26186,16349,销售部,华东
2022-12-03,产品B,42411,378,21989,20422,销售部,华北
2022-12-04,产品C,11556,340,7531,4025,销售部,华南
2022-12-05,产品D,26482,472,13527,12955,销售部,西南
2022-12-06,产品E,24888,235,14262,10626,销售部,华中
2022-12-07,产品A,25937,293,11738,14199,销售部,华东
2022-12-08,产品B,14146,415,6295,7851,销售部,华北
2022-12-09,产品C,4223,331,2795,1428,销售部,华南
2022-12-10,产品D,13863,74,6752,7111,销售部,西南
2022-12-11,产品E,25088,493,13613,11475,销售部,华中
2022-12-12,产品A,24682,398,11415,13267,销售部,华东
2022-12-13,产品B,18426,234,11366,7060,销售部,华北
2022-12-14,产品C,23987,403,13955,10032,销售部,华南
2022-12-15,产品D,31125,422,19266,11859,销售部,西南
2022-12-16,产品E,2674,43,1804,870,销售部,华中
2022-12-17,产品A,18864,219,10122,8742,销售部,华东
2022-12-18,产品B,41131,335,21489,19642,销售部,华北
2022-12-19,产品C,19069,45,9768,9301,销售部,华南
2022-12-20,产品D,5158,163,3243,1915,销售部,西南
2022-12-21,产品E,36550,102,23550,13000,销售部,华中
2022-12-22,产品A,16525,455,6846,9679,销售部,华东
2022-12-23,产品B,1097,277,614,483,销售部,华北
2022-12-24,产品C,2787,93,1158,1629,销售部,华南
2022-12-25,产品D,17092,118,10110,6982,销售部,西南
2022-12-26,产品E,23582,474,15920,7662,销售部,华中
2022-12-27,产品A,33236,262,18733,14503,销售部,华东
2022-12-28,产品B,49526,88,27798,21728,销售部,华北
2022-12-29,产品C,34622,116,15898,18724,销售部,华南
2022-12-30,产品D,27563,56,11648,15915,销售部,西南
2022-12-31,产品E,31922,443,20836,11086,销售部,华中
2022-01-01,产品A,13043,22,8326,4717,销售部,华东
2022-01-02,产品B,23516,182,15107,8409,销售部,华北
2022-01-03,产品C,7122,252,3261,3861,销售部,华南
2022-01-04,产品D,49457,288,29900,19557,销售部,西南
2022-01-05,产品E,13054,241,6894,6160,销售部,华中
2022-01-06,产品A,30292,444,16713,13579,销售部,华东
2022-01-07,产品B,43911,431,29711,14200,销售部,华北
2022-01-08,产品C,34517,206,19277,15240,销售部,华南
2022-01-09,产品D,40718,50,18919,21799,销售部,西南
2022-01-10,产品E,26676,187,16111,10565,销售部,华中
2022-01-11,产品A,9308,443,4753,4555,销售部,华东
2022-01-12,产品B,14882,205,9124,5758,销售部,华北
2022-01-13,产品C,44432,403,30709,13723,销售部,华南
2022-01-14,产品D,15630,260,9291,6339,销售部,西南
2022-01-15,产品E,40529,449,21277,19252,销售部,华中
2022-01-16,产品A,12491,130,6451,6040,销售部,华东
2022-01-17,产品B,15358,154,6482,8876,销售部,华北
2022-01-18,产品C,25827,311,14991,10836,销售部,华南
2022-01-19,产品D,12356,146,6976,5380,销售部,西南
2022-01-20,产品E,12344,325,6841,5503,销售部,华中
2022-01-21,产品A,42571,445,17989,24582,销售部,华东
2022-01-22,产品B,2943,83,1260,1683,销售部,华北
2022-01-23,产品C,22021,166,10665,11356,销售部,华南
2022-01-24,产品D,17639,48,7461,10178,销售部,西南
2022-01-25,产品E,38800,127,21814,16986,销售部,华中
2022-01-26,产品A,36402,74,23604,12798,销售部,华东
2022-01-27,产品B,29259,55,19450,9809,销售部,华北
2022-01-28,产品C,11683,165,5872,5811,销售部,华南
2022-01-29,产品D,41194,444,23296,17898,销售部,西南
2022-01-30,产品E,23202,125,14060,9142,销售部,华中
2022-01-31,产品A,32301,102,16534,15767,销售部,华东
2022-02-01,产品B,10832,314,5654,5178,销售部,华北
2022-02-02,产品C,19485,121,10759,8726,销售部,华南
2022-02-03,产品D,17802,471,9310,8492,销售部,西南
2022-02-04,产品E,23159,94,14743,8416,销售部,华中
2022-02-05,产品A,35519,135,24331,11188,销售部,华东
2022-02-06,产品B,23507,414,9954,13553,销售部,华北
2022-02-07,产品C,28675,345,18122,10553,销售部,华南
2022-02-08,产品D,36470,141,24520,11950,销售部,西南
2022-02-09,产品E,15542,493,10407,5135,销售部,华中
2022-02-10,产品A,36690,495,22626,14064,销售部,华东
2022-02-11,产品B,23728,108,13708,10020,销售部,华北
2022-02-12,产品C,49484,56,20346,29138,销售部,华南
2022-02-13,产品D,5225,204,3510,1715,销售部,西南
2022-02-14,产品E,16723,441,10826,5897,销售部,华中
2022-02-15,产品A,3587,344,2116,1471,销售部,华东
2022-02-16,产品B,33726,406,21649,12077,销售部,华北
2022-02-17,产品C,33679,465,16782,16897,销售部,华南
2022-02-18,产品D,8504,236,4142,4362,销售部,西南
2022-02-19,产品E,5153,481,3134,2019,销售部,华中
2022-02-20,产品A,18752,139,9871,8881,销售部,华东
2022-02-21,产品B,31054,386,13520,17534,销售部,华北
2022-02-22,产品C,24696,388,12458,12238,销售部,华南
2022-02-23,产品D,9005,112,4646,4359,销售部,西南
2022-02-24,产品E,18565,171,9613,8952,销售部,华中
2022-02-25,产品A,13094,58,7239,5855,销售部,华东
2022-02-26,产品B,20513,164,8484,12029,销售部,华北
2022-02-27,产品C,43514,496,26156,17358,销售部,华南
2022-02-28,产品D,36183,117,14646,21537,销售部,西南
2022-03-01,产品E,48553,492,33057,15496,销售部,华中
2022-03-02,产品A,8807,194,4665,4142,销售部,华东
2022-03-03,产品B,33143,106,15784,17359,销售部,华北
2022-03-04,产品C,25715,112,16553,9162,销售部,华南
2022-03-05,产品D,28987,422,16734,12253,销售部,西南
2022-03-06,产品E,21354,121,11279,10075,销售部,华中
2022-03-07,产品A,35113,96,19946,15167,销售部,华东
2022-03-08,产品B,29486,261,14813,14673,销售部,华北
2022-03-09,产品C,2611,105,1050,1561,销售部,华南
2022-03-10,产品D,11773,26,7196,4577,销售部,西南
2022-03-11,产品E,43218,401,18178,25040,销售部,华中
2022-03-12,产品A,46360,96,31553,14807,销售部,华东
2022-03-13,产品B,43523,86,21137,22386,销售部,华北
2022-03-14,产品C,1711,404,914,797,销售部,华南
2022-03-15,产品D,46841,59,28323,18518,销售部,西南
2022-03-16,产品E,18813,310,9573,9240,销售部,华中
2022-03-17,产品A,4420,30,2856,1564,销售部,华东
2022-03-18,产品B,40612,341,16632,23980,销售部,华北
2022-03-19,产品C,20615,356,8488,12127,销售部,华南
2022-03-20,产品D,21575,361,8947,12628,销售部,西南
2022-03-21,产品E,12117,91,8071,4046,销售部,华中
2022-03-22,产品A,10348,409,4750,5598,销售部,华东
2022-03-23,产品B,29783,212,13368,16415,销售部,华北
2022-03-24,产品C,41566,107,25692,15874,销售部,华南
2022-03-25,产品D,18545,91,12563,5982,销售部,西南
2022-03-26,产品E,5090,291,2444,2646,销售部,华中
2022-03-27,产品A,31835,481,20330,11505,销售部,华东
2022-03-28,产品B,41833,492,20685,21148,销售部,华北
2022-03-29,产品C,46347,351,19097,27250,销售部,华南
2022-03-30,产品D,47295,133,24149,23146,销售部,西南
2022-03-31,产品E,47969,139,31787,16182,销售部,华中
2022-04-01,产品A,5122,174,3169,1953,销售部,华东
2022-04-02,产品B,24107,23,12283,11824,销售部,华北
2022-04-03,产品C,1489,482,938,551,销售部,华南
2022-04-04,产品D,35550,121,22965,12585,销售部,西南
2022-04-05,产品E,2869,242,1976,893,销售部,华中
2022-04-06,产品A,40606,248,25800,14806,销售部,华东
2022-04-07,产品B,14027,94,8617,5410,销售部,华北
2022-04-08,产品C,25459,472,12267,13192,销售部,华南
2022-04-09,产品D,2825,245,1537,1288,销售部,西南
2022-04-10,产品E,49101,215,20807,28294,销售部,华中
2022-04-11,产品A,28268,39,17227,11041,销售部,华东
2022-04-12,产品B,49270,112,26338,22932,销售部,华北
2022-04-13,产品C,35889,64,17689,18200,销售部,华南
2022-04-14,产品D,8739,33,4083,4656,销售部,西南
2022-04-15,产品E,32147,41,18546,13601,销售部,华中
2022-04-16,产品A,19354,478,8094,11260,销售部,华东
2022-04-17,产品B,45929,97,25634,20295,销售部,华北
2022-04-18,产品C,46819,228,30327,16492,销售部,华南
2022-04-19,产品D,14054,256,7083,6971,销售部,西南
2022-04-20,产品E,27250,87,17942,9308,销售部,华中
2022-04-21,产品A,6587,345,2951,3636,销售部,华东
2022-04-22,产品B,32864,89,16050,16814,销售部,华北
2022-04-23,产品C,14979,283,7324,7655,销售部,华南
2022-04-24,产品D,48201,250,22838,25363,销售部,西南
2022-04-25,产品E,29640,300,12779,16861,销售部,华中
2022-04-26,产品A,20942,286,8932,12010,销售部,华东
2022-04-27,产品B,5447,53,3242,2205,销售部,华北
2022-04-28,产品C,35735,445,16574,19161,销售部,华南
2022-04-29,产品D,40935,320,22978,17957,销售部,西南
2022-04-30,产品E,23789,170,12722,11067,销售部,华中
2022-05-01,产品A,25435,493,13519,11916,销售部,华东
2022-05-02,产品B,40860,299,27778,13082,销售部,华北
2022-05-03,产品C,3355,468,2276,1079,销售部,华南
2022-05-04,产品D,36330,450,21172,15158,销售部,西南
2022-05-05,产品E,35563,432,17334,18229,销售部,华中
2022-05-06,产品A,4657,344,2309,2348,销售部,华东
2022-05-07,产品B,37099,13,22714,14385,销售部,华北
2022-05-08,产品C,47051,420,22849,24202,销售部,华南
2022-05-09,产品D,16120,235,7367,8753,销售部,西南
2022-05-10,产品E,2093,191,905,1188,销售部,华中
2022-05-11,产品A,22873,190,14656,8217,销售部,华东
2022-05-12,产品B,43180,56,21480,21700,销售部,华北
2022-05-13,产品C,22113,144,11796,10317,销售部,华南
2022-05-14,产品D,43523,436,27653,15870,销售部,西南
2022-05-15,产品E,23357,319,10080,13277,销售部,华中
2022-05-16,产品A,14127,399,9792,4335,销售部,华东
2022-05-17,产品B,23888,78,13304,10584,销售部,华北
2022-05-18,产品C,47510,382,21951,25559,销售部,华南
2022-05-19,产品D,49159,476,22336,26823,销售部,西南
2022-05-20,产品E,20968,191,9966,11002,销售部,华中
2022-05-21,产品A,11487,117,6825,4662,销售部,华东
2022-05-22,产品B,43759,425,29716,14043,销售部,华北
2022-05-23,产品C,43459,370,23784,19675,销售部,华南
2022-05-24,产品D,10176,491,5800,4376,销售部,西南
2022-05-25,产品E,6516,98,4541,1975,销售部,华中
2022-05-26,产品A,17509,70,8181,9328,销售部,华东
2022-05-27,产品B,10200,199,6817,3383,销售部,华北
2022-05-28,产品C,24087,211,15505,8582,销售部,华南
2022-05-29,产品D,3270,20,2251,1019,销售部,西南
2022-05-30,产品E,43495,311,20714,22781,销售部,华中
2022-05-31,产品A,48852,43,20513,28339,销售部,华东
2022-06-01,产品B,15816,71,7852,7964,销售部,华北
2022-06-02,产品C,2116,125,1070,1046,销售部,华南
2022-06-03,产品D,48947,486,27504,21443,销售部,西南
2022-06-04,产品E,19212,453,10205,9007,销售部,华中
2022-06-05,产品A,11269,466,7702,3567,销售部,华东
2022-06-06,产品B,28081,470,17392,10689,销售部,华北
2022-06-07,产品C,38203,358,22934,15269,销售部,华南
2022-06-08,产品D,15147,311,8446,6701,销售部,西南
2022-06-09,产品E,40396,86,16697,23699,销售部,华中
2022-06-10,产品A,18956,441,9994,8962,销售部,华东
2022-06-11,产品B,39738,282,22235,17503,销售部,华北
2022-06-12,产品C,25440,96,13799,11641,销售部,华南
2022-06-13,产品D,43312,294,23820,19492,销售部,西南
2022-06-14,产品E,4868,75,2148,2720,销售部,华中
2022-06-15,产品A,8799,118,5189,3610,销售部,华东
2022-06-16,产品B,18386,377,7778,10608,销售部,华北
2022-06-17,产品C,26147,359,16157,9990,销售部,华南
2022-06-18,产品D,21914,221,13568,8346,销售部,西南
2022-06-19,产品E,24053,227,15003,9050,销售部,华中
2022-06-20,产品A,47898,289,25294,22604,销售部,华东
2022-06-21,产品B,11495,180,6842,4653,销售部,华北
2022-06-22,产品C,41275,326,17543,23732,销售部,华南
2022-06-23,产品D,42534,163,23951,18583,销售部,西南
2022-06-24,产品E,3594,332,1676,1918,销售部,华中
2022-06-25,产品A,18148,166,8183,9965,销售部,华东
2022-06-26,产品B,45160,445,24626,20534,销售部,华北
2022-06-27,产品C,44937,380,19961,24976,销售部,华南
2022-06-28,产品D,29490,20,15424,14066,销售部,西南
2022-06-29,产品E,3366,89,2124,1242,销售部,华中
2022-06-30,产品A,4415,39,2582,1833,销售部,华东
2022-07-01,产品B,11232,377,7822,3410,销售部,华北
2022-07-02,产品C,26568,93,15116,11452,销售部,华南
2022-07-03,产品D,19280,198,8002,11278,销售部,西南
2022-07-04,产品E,3661,428,1587,2074,销售部,华中
2022-07-05,产品A,48941,297,32045,16896,销售部,华东
2022-07-06,产品B,13698,254,6729,6969,销售部,华北
2022-07-07,产品C,23885,111,16381,7504,销售部,华南
2022-07-08,产品D,9210,296,4531,4679,销售部,西南
2022-07-09,产品E,12137,49,7718,4419,销售部,华中
2022-07-10,产品A,34132,447,14695,19437,销售部,华东
2022-07-11,产品B,24179,248,10981,13198,销售部,华北
2022-07-12,产品C,31736,227,16759,14977,销售部,华南
2022-07-13,产品D,22129,156,15257,6872,销售部,西南
2022-07-14,产品E,18821,162,8390,10431,销售部,华中
2022-07-15,产品A,37801,367,26142,11659,销售部,华东
2022-07-16,产品B,19226,110,9252,9974,销售部,华北
2022-07-17,产品C,28802,19,13580,15222,销售部,华南
2022-07-18,产品D,5278,464,2408,2870,销售部,西南
2022-07-19,产品E,8500,441,5235,3265,销售部,华中
2022-07-20,产品A,42010,454,25608,16402,销售部,华东
2022-07-21,产品B,30048,137,16341,13707,销售部,华北
2022-07-22,产品C,1153,79,620,533,销售部,华南
2022-07-23,产品D,24950,143,16969,7981,销售部,西南
2022-07-24,产品E,1970,145,904,1066,销售部,华中
2022-07-25,产品A,18329,186,9148,9181,销售部,华东
2022-07-26,产品B,35263,158,14662,20601,销售部,华北
2022-07-27,产品C,14091,336,6886,7205,销售部,华南
2022-07-28,产品D,5158,230,2689,2469,销售部,西南
2022-07-29,产品E,7733,131,3153,4580,销售部,华中
